SYMBOL,NAME OF COMPANY
TAHMARENT.NS,Tahmar Enterprises Ltd
TAIIND.NS,Tai Industries Ltd.-$
TAINWALCHM.NS,Tainwala Chemical And Plastic (I) Limited
TAJGVK.NS,Taj Gvk Hotels & Resorts Limited
TAKE.NS,Take Solutions Limited
TALBROAUTO.NS,Talbros Automotive Components Limited
TALBROSENG.NS,Talbros Engineering Ltd
TAMBOLIIN.NS,Tamboli Industries Ltd
TANAA.NS,Taneja Aerospace & Aviation Ltd.-$
TANFACIND.NS,Tanfac Industries Ltd.-$
TANLA.NS,Tanla Platforms Limited
TANVI.NS,Tanvi Foods (India) Ltd
TAPARIA.NS,Taparia Tools Ltd.
TARACHAND.NS,Tara Chand Infralogistic Solutions Limited
TARAI.NS,Tarai Foods Ltd.
TARAPUR.NS,Tarapur Transformers Limited
TARC.NS,Tarc Limited
TARIL.NS,Transformers And Rectifiers (India) Limited
TARINI.NS,Tarini International Ltd
TARMAT.NS,Tarmat Limited
TARSONS.NS,Tarsons Products Limited
TASHIND.NS,Tashi India Ltd.
TASTYBITE.NS,Tasty Bite Eatables Limited
TATACHEM.NS,Tata Chemicals Limited
TATACOMM.NS,Tata Communications Limited
TATACONSUM.NS,Tata Consumer Products Limited
TATAELXSI.NS,Tata Elxsi Limited
TATAINVEST.NS,Tata Investment Corporation Limited
TATAMOTORS.NS,Tata Motors Limited
TATAPOWER.NS,Tata Power Company Limited
TATASTEEL.NS,Tata Steel Limited
TATATECH.NS,Tata Technologies Limited
TATAYODOGA.NS,Tayo Rolls Ltd.-$
TATIAGLOB.NS,Tatia Global Vennture Ltd.
TATVA.NS,Tatva Chintan Pharma Chem Limited
TBOTEK.NS,Tbo Tek Limited
TBZ.NS,Tribhovandas Bhimji Zaveri Limited
TCC.NS,Tcc Concept Ltd
TCFCFINQ.NS,Tcfc Finance Ltd.
TCI.NS,Transport Corporation Of India Limited
TCIEXP.NS,Tci Express Limited
TCIFINANCE.NS,Tci Finance Limited
TCIIND.NS,Tci Industries Ltd.
TCLCONS.NS,Tantia Constructions Limited
TCMLMTD.NS,Tcm Ltd.
TCPLPACK.NS,Tcpl Packaging Limited
TCS.NS,Tata Consultancy Services Limited
TDPOWERSYS.NS,Td Power Systems Limited
TDSL.NS,Tasty Dairy Specialities Ltd
TEAMLEASE.NS,Teamlease Services Limited
TECH.NS,Aditya Birla Sunlife Nifty It Etf
TECHCON.NS,Technojet Consultants Ltd.
TECHIN.NS,Techindia Nirman Limited
TECHKGREEN.NS,Techknowgreen Solutions Ltd
TECHM.NS,Tech Mahindra Limited
TECHNOE.NS,Techno Electric & Engineering Company Limited
TECHNOPACK.NS,Technopack Polymers Ltd
TECHNVISN.NS,Technvision Ventures Ltd.
TECILCHEM.NS,Tecil Chemicals And Hydro Power Limited
TEEAI.NS,Teesta Agro Industries Ltd.
TEGA.NS,Tega Industries Limited
TEJASNET.NS,Tejas Networks Limited
TEJASSVI.NS,Tejassvi Aaharam Ltd
TEJNAKSH.NS,Tejnaksh Healthcare Ltd
TELECANOR.NS,Telecanor Global Ltd.
TELOGICA.NS,Telogica Ltd
TEMBO.NS,Tembo Global Industries Limited
TERAI.NS,Terai Tea Co.Ltd.
TERASOFT.NS,Tera Software Limited
TERRAFORM.NS,Terraform Magnum Ltd.
TERRAREAL.NS,Terraform Realstate Limited
TEXELIN.NS,Texel Industries Ltd.
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited
TEXMOPIPES.NS,Texmo Pipes And Products Limited
TEXRAIL.NS,Texmaco Rail & Engineering Limited
TFCILTD.NS,Tourism Finance Corporation Of India Limited
TFL.NS,Transwarranty Finance Limited
TFLL.NS,Tirupati Finlease Ltd
TFSL.NS,Typhoon Financial Services Ltd
TGBHOTELS.NS,Tgb Banquets And Hotels Limited
TGIF.NS,Tgif Agribusiness Ltd
TGVSL.NS,Tgv Sraac Ltd
THACKER.NS,Thacker & Co.Ltd.
THAKDEV.NS,Thakkers Developers Ltd.
THAKKERS.NS,Thakkers Group Ltd
THAKRAL.NS,Thakral Services (India) Ltd.
THANGAMAYL.NS,Thangamayil Jewellery Limited
THEINVEST.NS,The Investment Trust Of India Limited
THEJO.NS,Thejo Engineering Limited
THEMISMED.NS,Themis Medicare Limited
THERMAX.NS,Thermax Limited
THINKINK.NS,Thinkink Picturez Ltd
THIRDFIN.NS,Thirdwave Financial Intermediaries Ltd.
THOMASCOOK.NS,Thomas Cook  (India)  Limited
THOMASCOTT.NS,Thomas Scott (India) Limited
THREEMPAPE.NS,Three M Paper Boards Ltd
THYROCARE.NS,Thyrocare Technologies Limited
TI.NS,Tilaknagar Industries Limited
TIAANC.NS,Tiaan Consumer Ltd
TIERRA.NS,Tierra Agrotech Ltd
TIGERLOGS.NS,Tiger Logistics (India) Ltd
TIGLOB.NS,T & I Global Ltd.
TIHIL.NS,Trans India House Impex Ltd
TIIL.NS,Technocraft Industries (India) Limited
TIINDIA.NS,Tube Investments Of India Limited
TIJARIA.NS,Tijaria Polypipes Limited
TIL.NS,Til Limited
TILAK.NS,Tilak Ventures Ltd
TIMESGREEN.NS,Times Green Energy (India) Ltd
TIMESGTY.NS,Times Guaranty Limited
TIMETECHNO.NS,Time Technoplast Limited
TIMEX.NS,Timex Group India Ltd.-$
TIMKEN.NS,Timken India Limited
TINNARUBR.NS,Tinna Rubber And Infrastructure Limited
TIPSFILMS.NS,Tips Films Limited
TIPSMUSIC.NS,Tips Music Limited
TIRSARJ.NS,Tirupati Sarjan Ltd.
TIRTPLS.NS,Tirth Plastic Ltd.
TIRUFOAM.NS,Tirupati Foam Ltd
TIRUMALCHM.NS,Thirumalai Chemicals Limited
TIRUPATIFL.NS,Tirupati Forge Limited
TIRUSTA.NS,Tirupati Starch & Chemicals Ltd.
TITAANIUM.NS,Titaanium Ten Enterprise Ltd
TITAGARH.NS,Titagarh Rail Systems Limited
TITAN.NS,Titan Company Limited
TITANBIO.NS,Titan Biotech Ltd.
TITANIN.NS,Titan Intech Ltd
TITANSEC.NS,Titan Securities Ltd.
TLL.NS,Trident Lifeline Ltd
TMB.NS,Tamilnad Mercantile Bank Limited
TNPETRO.NS,Tamilnadu Petroproducts Limited
TNPL.NS,Tamil Nadu Newsprint & Papers Limited
TNSTLTU.NS,Tamilnadu Steel Tubes Ltd.
TNTELE.NS,Tamilnadu Telecommunication Limited
TOKYOFIN.NS,Tokyo Finance Ltd.
TOKYOPLAST.NS,Tokyo Plast International Limited
TOLINS.NS,Tolins Tyres Limited
TOP100CASE.NS,Zerodha Nifty 100 Etf
TOP10ADD.NS,Dsp Nifty Top 10 Equal Weight Etf
TORNTPHARM.NS,Torrent Pharmaceuticals Limited
TORNTPOWER.NS,Torrent Power Limited
TOTAL.NS,Total Transport Systems Limited
TOTEM.NS,Forbes Precision Tools And Machine Parts Ltd
TOUCHWOOD.NS,Touchwood Entertainment Limited
TOYAMSL.NS,Toyam Sports Ltd
TPHQ.NS,Teamo Productions Hq Limited
TPINDIA.NS,Tpi India Ltd.
TPLPLASTEH.NS,Tpl Plastech Limited
TPROJECT.NS,Thirani Projects Ltd
TRABI.NS,Transgene Biotek Ltd.
TRACXN.NS,Tracxn Technologies Limited
TRADEWELL.NS,Tradewell Holdings Ltd
TRANOCE.NS,Transoceanic Properties Ltd.
TRANSCHEM.NS,Transchem Ltd.-$
TRANSCOR.NS,Transcorp International Ltd.
TRANSFD.NS,Transglobe Foods Ltd.
TRANSFRE.NS,Trans-Freight Containers Ltd.
TRANSPEK.NS,Transpek Industry Ltd.-$
TRANSVOY.NS,Transvoy Logistics India Ltd
TRANSWORLD.NS,Transworld Shipping Lines Limited
TRAVELS.NS,Travels & Rentals Ltd
TREEHOUSE.NS,Tree House Education & Accessories Limited
TREJHARA.NS,Trejhara Solutions Limited
TREL.NS,Transindia Real Estate Limited
TRENT.NS,Trent Limited
TRESCON.NS,Trescon Ltd
TRF.NS,Trf Limited
TRICOMFRU.NS,Tricom Fruit Products Limited
TRIDENT.NS,Trident Limited
TRIGYN.NS,Trigyn Technologies Limited
TRILIANCE.NS,Triliance Polymers Ltd
TRINITYLEA.NS,Trinity League India Ltd.
TRIOMERC.NS,Trio Mercantile & Trading Ltd.
TRIPR.NS,Triochem Products Ltd.
TRISHAKT.NS,Trishakti Industries Ltd
TRITONV.NS,Triton Valves Ltd.
TRITURBINE.NS,Triveni Turbine Limited
TRIVENI.NS,Triveni Engineering & Industries Limited
TRIVENIENT.NS,Triveni Enterprises Ltd
TRIVENIGQ.NS,Triveni Glass Ltd.-$
TRL.NS,Taylormade Renewables Ltd
TRU.NS,Trucap Finance Limited
TRUSTWAVE.NS,Trustwave Securities Ltd
TTFL.NS,Trident Texofab Ltd
TTIENT.NS,Tti Enterprise Ltd
TTIL.NS,Tirupati Tyres Ltd
TTKHLTCARE.NS,Ttk Healthcare Limited
TTKPRESTIG.NS,Ttk Prestige Limited
TTL.NS,T T Limited
TTLEL.NS,Ttl Enterprises Ltd
TTML.NS,Tata Teleservices (Maharashtra) Limited
TULASEEBIOE.NS,Tulasee Bio-Ethanol Ltd.
TULIVE.NS,Tulive Developers Limited
TULSYAN.NS,Tulsyan Nec Ltd.-$
TUNITEX.NS,Tuni Textile Mills Ltd.
TUTIALKA.NS,Tuticorin Alkali Chemicals And Fertilizers Ltd
TVOLCON.NS,Tivoli Construction Ltd.
TVSELECT.NS,Tvs Electronics Limited
TVSHLTD.NS,Tvs Holdings Limited
TVSMOTOR.NS,Tvs Motor Company Limited
TVSSCS.NS,Tvs Supply Chain Solutions Limited
TVSSRICHAK.NS,Tvs Srichakra Limited
TVTODAY.NS,Tv Today Network Limited
TVVISION.NS,Tv Vision Limited
TWIROST.NS,Twin Roses Trades & Agencies Ltd.
TYCHE.NS,Tyche Industries Ltd.
TYROON.NS,Tyroon Tea Co.Ltd.
UBL.NS,United Breweries Limited
UCAL.NS,Ucal Limited
UCIL.NS,Unifinz Capital India Ltd
UCOBANK.NS,Uco Bank
UDAICEMENT.NS,Udaipur Cement Works Limited
UDAYJEW.NS,Uday Jewellery Industries Ltd
UDS.NS,Updater Services Limited
UFLEX.NS,Uflex Limited
UFMINDL.NS,Ufm Industries Ltd.
UFO.NS,Ufo Moviez India Limited
UGARSUGAR.NS,The Ugar Sugar Works Limited
UGROCAP.NS,Ugro Capital Limited
UHZAVERI.NS,U. H. Zaveri Ltd
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited
ULTRACAB.NS,Ultracab (India) Ltd
ULTRACEMCO.NS,Ultratech Cement Limited
ULTRAMAR.NS,Ultramarine & Pigments Ltd.-$
UMAEXPORTS.NS,Uma Exports Limited
UMANGDAIRY.NS,Umang Dairies Limited
UMESLTD.NS,Usha Martin Education & Solutions Limited
UMIYA.NS,Umiya Tubes Ltd
UNIABEXAL.NS,Uni Abex Alloy Products Ltd.
UNIAUTO.NS,Universal Autofoundry Ltd
UNICHEMLAB.NS,Unichem Laboratories Limited
UNICK.NS,Unick Fix-A-Form And Printers Ltd
UNIDT.NS,United Drilling Tools Limited
UNIECOM.NS,Unicommerce Esolutions Limited
UNIENTER.NS,Uniphos Enterprises Limited
UNIINFO.NS,Uniinfo Telecom Services Limited
UNIJOLL.NS,Unijolly Investments Co.Ltd.
UNIOFFICE.NS,Universal Office Automation Ltd.
UNIONBANK.NS,Union Bank Of India
UNIPARTS.NS,Uniparts India Limited
UNIQUEO.NS,Unique Organics Ltd.
UNIROYAL.NS,Uniroyal Industries Ltd.
UNISHIRE.NS,Unishire Urban Infra Ltd
UNISON.NS,Unison Metals Ltd
UNISTRMU.NS,Unistar Multimedia Ltd.
UNITDCR.NS,United Credit Ltd.
UNITDSPR.NS,United Spirits Limited
UNITECH.NS,Unitech Limited
UNITEDINT.NS,United Interactive Ltd.
UNITEDPOLY.NS,United Polyfab Gujarat Limited
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited
UNITINT.NS,Unitech International Ltd.
UNIVARTS.NS,Universal Arts Ltd.
UNIVASTU.NS,Univastu India Limited
UNIVCABLES.NS,Universal Cables Limited
UNIVPHOTO.NS,Universus Photo Imagings Limited
UNIVSTAR.NS,Universal Starch-Chem Allied Ltd.
UNIWSEC.NS,Uniworth Securities Ltd.
UNJHAFOR.NS,Unjha Formulations Ltd.
UNOMINDA.NS,Uno Minda Limited
UNRYLMA.NS,Uniroyal Marine Exports Ltd.
UNTTEMI.NS,United Leasing & Industries Ltd.
UPHOT.NS,U.P.Hotels Ltd.
UPL.NS,Upl Limited
UPSURGE.NS,Upsurge Investment & Finance Ltd.
URAVI.NS,Uravi T And Wedge Lamps Limited
URJA.NS,Urja Global Limited
URSUGAR.NS,Ur Sugar Industries Ltd
USGTECH.NS,Usg Tech Solutions Ltd.
USHAKIRA.NS,Ushakiran Finance Ltd.
USHAMART.NS,Usha Martin Limited
USK.NS,Udayshivakumar Infra Limited
UTIAMC.NS,Uti Asset Management Company Limited
UTIBANKETF.NS,Uti Nifty Bank Etf
UTINEXT50.NS,Uti Nifty Next 50 Etf
UTINIFTETF.NS,Uti Nifty 50 Etf
UTIQUE.NS,Utique Enterprises Ltd
UTISENSETF.NS,Uti Bse Sensex Etf
UTISXN50.NS,Uti Bse Sensex Next 50 Etf
UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited
UTLINDS.NS,Utl Industries Limited
UTTAMSUGAR.NS,Uttam Sugar Mills Limited
UVDRHOR.NS,United Van Der Horst Ltd.
UYFINCORP.NS,U. Y. Fincorp Limited
V2RETAIL.NS,V2 Retail Limited
VAARAD.NS,Vaarad Ventures Ltd
VADILALIND.NS,Vadilal Industries Limited
VADILENT.NS,Vadilal Enterprises Ltd.
VAIBHAVGBL.NS,Vaibhav Global Limited
VAISHALI.NS,Vaishali Pharma Limited
VAKRANGEE.NS,Vakrangee Limited
VAL30IETF.NS,Icici Prudential Nifty200 Value 30 Etf
VALIANT.NS,Valiant Communications Ltd.-$
VALIANTLAB.NS,Valiant Laboratories Limited
VALIANTORG.NS,Valiant Organics Limited
VALLABHSQ.NS,Vallabh Steels Ltd.-$
VALLEY.NS,Valley Magnesite Company Ltd
VALSONQ.NS,Valson Industries Ltd.-$
VAMA.NS,Vama Industries Ltd.
VAMSHIRU.NS,Vamshi Rubber Ltd.
VANDANA.NS,Vandana Knitwear Ltd.
VANICOM.NS,Vani Commercials Ltd
VANTABIO.NS,Vanta Bioscience Ltd
VAPIENTER.NS,Vapi Enterprise Ltd
VARDHACRLC.NS,Vardhman Acrylics Limited
VARDHANCFL.NS,Vardhan Capital & Finance Ltd
VARDHMAN.NS,Vardhman Concrete Limited
VARDMNPOLY.NS,Vardhman Polytex Limited
VARIMAN.NS,Variman Global Enterprises Ltd
VARROC.NS,Varroc Engineering Limited
VARUNME.NS,Varun Mercantile Ltd.
VARYAA.NS,Varyaa Creations Ltd
VASCONEQ.NS,Vascon Engineers Limited
VASINFRA.NS,Vas Infrastructure Ltd.
VASUDHAGAM.NS,Vasudhagama Enterprises Ltd
VASUPRADA.NS,Shri Vasuprada Plantations Ltd
VASWANI.NS,Vaswani Industries Limited
VBDESAI.NS,V.B.Desai Financial Services Ltd.
VBIND.NS,V B Industries Ltd
VBL.NS,Varun Beverages Limited
VCL.NS,Vaxtex Cotfab Limited
VCU.NS,Vcu Data Management Ltd
VEDANTASSET.NS,Vedant Asset Ltd
VEDAVAAG.NS,Vedavaag Systems Ltd.
VEDL.NS,Vedanta Limited
VEEDOL.NS,Veedol Corporation Limited
VEEFIN.NS,Veefin Solutions Ltd
VEERENRGY.NS,Veer Energy & Infrastructure Ltd.
VEERHEALTH.NS,Veerhealth Care Limited
VEERKRUPA.NS,Veerkrupa Jewellers Ltd
VEL.NS,Vaxfab Enterprises Ltd
VELHO.NS,Velan Hotels Ltd.
VELJAN.NS,Veljan Denison Limited
VELOX.NS,Velox Shipping And Logistics Ltd
VENKEYS.NS,Venky'S (India) Limited
VENLONENT.NS,Venlon Enterprises Ltd.
VENTURA.NS,Ventura Textiles Ltd.
VENUSPIPES.NS,Venus Pipes & Tubes Limited
VENUSREM.NS,Venus Remedies Limited
VERANDA.NS,Veranda Learning Solutions Limited
VERITAS.NS,Veritas (India) Ltd.
VERTEX.NS,Vertex Securities Ltd.
VERTOZ.NS,Vertoz Limited
VESUVIUS.NS,Vesuvius India Limited
VETO.NS,Veto Switchgears And Cables Limited
VGCL.NS,Vibrant Global Capital Ltd
VGIL.NS,Veer Global Infraconstruction Ltd
VGUARD.NS,V-Guard Industries Limited
VHL.NS,Vardhman Holdings Limited
VHLTD.NS,Viceroy Hotels Limited
VICTMILL.NS,Victoria Mills Ltd.
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited
VIDLI.NS,Vidli Restaurants Ltd
VIJAYA.NS,Vijaya Diagnostic Centre Limited
VIJIFIN.NS,Viji Finance Limited
VIJSOLX.NS,Vijay Solvex Ltd.
VIKALPS.NS,Vikalp Securities Ltd.
VIKASECO.NS,Vikas Ecotech Limited
VIKASLIFE.NS,Vikas Lifecare Limited
VIKASPROP.NS,Vikas Proppant & Granite Ltd
VIKASWSP.NS,Vikas Wsp Ltd.
VIKRAMTH.NS,Vikram Thermo (India) Ltd.
VIKSHEN.NS,Viksit Engineering Ltd.
VIMTALABS.NS,Vimta Labs Limited
VINATIORGA.NS,Vinati Organics Limited
VINAYAKPOL.NS,Vinayak Polycon International Ltd.
VINCOFE.NS,Vintage Coffee And Beverages Limited
VINDHYATEL.NS,Vindhya Telelinks Limited
VINEETLAB.NS,Vineet Laboratories Limited
VINNY.NS,Vinny Overseas Limited
VINTAGES.NS,Vintage Securities Ltd.
VINTRON.NS,Vintron Informatics Ltd.
VINVANI.NS,Vinayak Vanijya Ltd.
VINYLINDIA.NS,Vinyl Chemicals (India) Limited
VINYOFL.NS,Vinyoflex Ltd.
VIPCLOTHNG.NS,Vip Clothing Limited
VIPIND.NS,Vip Industries Limited
VIPPYSP.NS,Vippy Spinpro Ltd.
VIPULLTD.NS,Vipul Limited
VIPULORG.NS,Vipul Organics Ltd
VIRAT.NS,Virat Industries Ltd.
VIRATCRA.NS,Virat Crane Industries Ltd.
VIRGOGLOB.NS,Virgo Global Ltd
VIRINCHI.NS,Virinchi Limited
VIRTUALG.NS,Virtual Global Education Ltd.
VIRYA.NS,Virya Resources Ltd
VISAGAR.NS,Visagar Financial Services Ltd.
VISAKAIND.NS,Visaka Industries Limited
VISASTEEL.NS,Visa Steel Limited
VISCO.NS,Visco Trade Associates Ltd
VISHAL.NS,Vishal Fabrics Ltd
VISHALBL.NS,Vishal Bearings Ltd
VISHNU.NS,Vishnu Chemicals Limited
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited
VISIONCINE.NS,Vision Cinemas Ltd.
VISIONCO.NS,Vision Corporation Ltd.
VISTAPH.NS,Vista Pharmaceuticals Ltd.
VISTARAMAR.NS,Vistar Amar Ltd
VISVEN.NS,Vishvprabha Ventures Ltd
VIVAA.NS,Vivaa Tradecom Ltd
VIVANTA.NS,Vivanta Industries Ltd
VIVANZA.NS,Vivanza Biosciences Ltd
VIVIDHA.NS,Visagar Polytex Limited
VIVIDIND.NS,Vivid Global Industries Ltd.
VIVIDM.NS,Vivid Mercantile Ltd
VIVOBIOT.NS,Vivo Bio Tech Ltd.
VJLAXMIE.NS,Veejay Lakshmi Engineering Works Ltd.-$
VJTFEDU.NS,Vjtf Eduservices Ltd.
VKAL.NS,Vantage Knowledge Academy Ltd
VLEGOV.NS,Vl E-Governance & It Solutions Limited
VLL.NS,Virat Leasing Ltd
VLSFINANCE.NS,Vls Finance Limited
VMART.NS,V-Mart Retail Limited
VMS.NS,Vms Industries Ltd.
VOEPL.NS,Virtuoso Optoelectronics Ltd
VOITHPAPR.NS,Voith Paper Fabrics India Ltd.-$
VOLKAI.NS,Kairosoft Ai Solutions Ltd
VOLLF.NS,Voltaire Leasing & Finance Ltd.
VOLTAMP.NS,Voltamp Transformers Limited
VOLTAS.NS,Voltas Limited
VPL.NS,Vrundavan Plantation Ltd
VPRPL.NS,Vishnu Prakash R Punglia Limited
VRAJ.NS,Vraj Iron And Steel Limited
VRFILMS.NS,V R Films & Studios Ltd
VRL.NS,Vasundhara Rasayans Ltd
VRLLOG.NS,Vrl Logistics Limited
VRUDDHI.NS,Vruddhi Engineering Works Ltd
VRWODAR.NS,V R Woodart Ltd.
VSDCONF.NS,Vsd Confin Ltd.
VSFPROJ.NS,Vsf Projects Ltd.
VSL.NS,Veeram Securities Ltd
VSSL.NS,Vardhman Special Steels Limited
VSTIND.NS,Vst Industries Limited
VSTL.NS,Vibhor Steel Tubes Limited
VSTTILLERS.NS,V.S.T Tillers Tractors Limited
VTL.NS,Vardhman Textiles Limited
VTMLTD.NS,Vtm Ltd.
VUENOW.NS,Vuenow Infratech Ltd
VVIPIL.NS,Vvip Infratech Ltd
VXLINSTR.NS,Vxl Instruments Ltd.
WAA.NS,Waa Solar Ltd
WAAREE.NS,Waaree Technologies Ltd
WAAREEENER.NS,Waaree Energies Limited
WAAREERTL.NS,Waaree Renewable Technologies Ltd
WABAG.NS,Va Tech Wabag Limited
WAGEND.NS,Wagend Infra Venture Limited
WALCHANNAG.NS,Walchandnagar Industries Limited
WALCHPF.NS,Walchand Peoplefirst Ltd.
WALLFORT.NS,Wallfort Financial Services Ltd.
WANBURY.NS,Wanbury Limited
WARDHEALTH.NS,Wardwizard Healthcare Ltd
WARDINMOBI.NS,Wardwizard Innovations & Mobility Ltd
WARDWIZFBL.NS,Wardwizard Foods And Beverages Ltd
WARRENTEA.NS,Warren Tea Ltd.-$
WATERBASE.NS,Waterbase Ltd.
WCIL.NS,Western Carriers (India) Limited
WEALTH.NS,Wealth First Portfolio Managers Limited
WEBELSOLAR.NS,Websol Energy System Limited
WEBSL.NS,Web Element Solutions Ltd
WEIZMANIND.NS,Weizmann Limited
WEL.NS,Wonder Electricals Limited
WELCORP.NS,Welspun Corp Limited
WELENT.NS,Welspun Enterprises Limited
WELINV.NS,Welspun Investments And Commercials Limited
WELSPLSOL.NS,Welspun Specialty Solutions Ltd
WELSPUNLIV.NS,Welspun Living Limited
WENDT.NS,Wendt (India) Limited
WEPSOLN.NS,Wep Solutions Ltd.
WESTLEIRES.NS,West Leisure Resorts Ltd
WESTLIFE.NS,Westlife Foodworld Limited
WEWIN.NS,We Win Limited
WHBRADY.NS,W.H.Brady & Co.Ltd.
WHEELS.NS,Wheels India Limited
WHIRLPOOL.NS,Whirlpool Of India Limited
WHITEORG.NS,White Organic Agro Ltd
WHITHAL.NS,White Hall Commercial Co.Ltd.
WILLAMAGOR.NS,Williamson Magor & Company Limited
WILLIMFI.NS,Williamson Financial Services Ltd.
WIMPLAST.NS,Wim Plast Ltd.-$
WINDLAS.NS,Windlas Biotech Limited
WINDMACHIN.NS,Windsor Machines Limited
WINPRO.NS,Winpro Industries Ltd
WINROC.NS,Winro Commercial (India) Ltd.
WINSOMBR.NS,Winsome Breweries Ltd.
WINSOME.NS,Winsome Yarns Limited
WINSOMTX.NS,Winsome Textile Industries Ltd.-$
WIPL.NS,The Western India Plywoods Limited
WIPRO.NS,Wipro Limited
WIREFABR.NS,Wires & Fabriks (Sa) Ltd.
WMINIMT.NS,Western Ministil Ltd.
WOCKPHARMA.NS,Wockhardt Limited
WONDERLA.NS,Wonderla Holidays Limited
WORL.NS,White Organic Retail Ltd
WORTH.NS,Worth Peripherals Limited
WPIL.NS,Wpil Ltd.
WSFX.NS,Wsfx Global Pay Ltd
WSI.NS,W S Industries (I) Limited
WSTCSTPAPR.NS,West Coast Paper Mills Limited
WWALUM.NS,Worldwide Aluminium Ltd
XCHANGING.NS,Xchanging Solutions Limited
XELPMOC.NS,Xelpmoc Design And Tech Limited
XPROINDIA.NS,Xpro India Limited
XTGLOBAL.NS,Xtglobal Infotech Limited
YAANENT.NS,Yaan Enterprises Ltd
YAARI.NS,Yaari Digital Integrated Services Limited
YAMNINV.NS,Yamini Investments Company Ltd.
YARNPP.NS,Yarn Syndicate Ltd
YARNSYN.NS,Yarn Syndicate Ltd.
YASHCHEM.NS,Yash Chemex Ltd
YASHINNO.NS,Yash Innoventures Ltd
YASHMGM.NS,Yash Management & Satellite Ltd.
YASHO.NS,Yasho Industries Limited
YASHRAJC.NS,Yashraj Containeurs Ltd.
YASTF.NS,Yash Trading & Finance Ltd.
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited
YATRA.NS,Yatra Online Limited
YESBANK.NS,Yes Bank Limited
YOGI.NS,Yogi Ltd
YOGISUNG.NS,Yogi Sung-Won (India) Ltd.
YORKEXP.NS,York Exports Ltd.
YSL.NS,The Yamuna Syndicate Ltd
YUG.NS,Yug Decor Ltd
YUKEN.NS,Yuken India Limited
YUNIKM.NS,Yunik Managing Advisors Ltd
YURANUS.NS,Yuranus Infrastructure Ltd
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited
ZARDIINV.NS,Ardi Investment & Trading Ltd.
ZBINTXPP.NS,Binayak Tex Processors Ltd.
ZDHJERK.NS,Dhanvantri Jeevan Rekha Ltd.
ZEAL.NS,Zeal Aqua Ltd
ZEEL.NS,Zee Entertainment Enterprises Limited
ZEELEARN.NS,Zee Learn Limited
ZEEMEDIA.NS,Zee Media Corporation Limited
ZENIFIB.NS,Zenith Fibres Ltd.-$
ZENITHEXPO.NS,Zenith Exports Limited
ZENITHHE.NS,Zenith Health Care Ltd.
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited
ZENLABS.NS,Zenlabs Ethica Ltd
ZENOTECH.NS,Zenotech Laboratories Ltd.
ZENSARTECH.NS,Zensar Technologies Limited
ZENTEC.NS,Zen Technologies Limited
ZFCVINDIA.NS,Zf Commercial Vehicle Control Systems India Limited
ZFSTEERING.NS,Z.F.Steering Gear (India) Ltd.-$
ZGAEKWAR.NS,Gaekwar Mills Ltd.
ZGOLDINV.NS,Gold Rock Investments Ltd.
ZHEMHOLD.NS,Hem Holdings & Trading Ltd.
ZHINDHSG.NS,Hindustan Housing Co.Ltd.
ZHINUDYP.NS,Hindusthan Udyog Ltd.
ZIMLAB.NS,Zim Laboratories Limited
ZINEMA.NS,Zinema Media And Entertainment Ltd
ZJEETMAC.NS,Jeet Machine Tools Ltd.
ZKHANDEN.NS,Khandelwal Extraction Ltd.
ZKOVALIN.NS,Kovalam Investment & Trading Co.Ltd.
ZMANSOON.NS,Mansoon Trading Co.Ltd.
ZMILGFIN.NS,Milgrey Finance & Investments Ltd
ZMULTIPU.NS,Multipurpose Trading & Agencies Ltd.
ZNILKENG.NS,Nilkanth Engineering Ltd.
ZNIVITRD.NS,Nivi Trading Ltd.
ZODIAC.NS,Zodiac Energy Limited
ZODIACLOTH.NS,Zodiac Clothing Company Limited
ZODIACVEN.NS,Zodiac Ventures Limited
ZODJRDMKJ.NS,Zodiac-Jrd-Mkj Ltd.
ZOMATO.NS,Zomato Limited
ZOTA.NS,Zota Health Care Limited
ZPRBHSTE.NS,Prabhu Steel Industries Ltd.
ZSANMCOM.NS,Sanmitra Commercial Ltd.
ZSARACOM.NS,Saraswati Commercial (India) Ltd.
ZSARVAMA.NS,Sarvamangal Mercantile Co.Ltd.
ZSATYASL.NS,Satyam Silk Mills Ltd.
ZSHERAPR.NS,Sheraton Properties & Finance Ltd.
ZSOUTGAS.NS,Southern Gas Ltd.
ZSPEEDCO.NS,Speedage Commercials Ltd.
ZSVARAJT.NS,Svaraj Trading & Agencies Ltd.
ZSVTRADI.NS,S.V.Trading & Agencies Ltd.
ZSWASTSA.NS,Swastik Safe Deposit & Investments Ltd.
ZUARI.NS,Zuari Agro Chemicals Limited
ZUARIIND.NS,Zuari Industries Limited
ZWELCAST.NS,Welcast Steels Ltd.
ZYDUSLIFE.NS,Zydus Lifesciences Limited
